title,img_url,director,starring,years,location,rating,reviews,genre
功夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.webp,周星驰 Stephen Chow,周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,2004,"中国大陆, 中国香港",8.9,1291997人评价,"动作, 喜剧, 犯罪, 奇幻"
阿凡达  / Avatar,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.webp,詹姆斯·卡梅隆 James Cameron,萨姆·沃辛顿 Sam Worthington ...,2009,美国,8.8,1538483人评价,"动作, 科幻, 冒险"
哈利·波特与阿兹卡班的囚徒  / Harry Potter and the Prisoner of Azkaban,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2913456870.webp,阿方索·卡隆 Alfonso Cuarón,丹尼尔·雷德克里夫 Daniel Rad...,2004,"英国, 美国",9.0,860205人评价,"奇幻, 冒险"
看不见的客人  / Contratiempo,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.webp,奥里奥尔·保罗 Oriol Paulo,马里奥·卡萨斯 Mario Casas / 阿...,2016,西班牙,8.8,1404455人评价,"剧情, 犯罪, 悬疑, 惊悚"
拯救大兵瑞恩  / Saving Private Ryan,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.webp,史蒂文·斯皮尔伯格 Steven Spielberg,汤姆·汉克斯 Tom Hanks...,1998,美国,9.1,707352人评价,"剧情, 战争"
沉默的羔羊  / The Silence of the Lambs,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.webp,乔纳森·戴米 Jonathan Demme,朱迪·福斯特 Jodie Foster / 安...,1991,美国,8.9,988321人评价,"剧情, 犯罪, 惊悚"
小鞋子  / بچه های آسمان,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.webp,马基德·马基迪 Majid Majidi,默罕默德·阿米尔·纳吉 Mohamma...,1997,伊朗,9.2,451548人评价,"剧情, 儿童, 家庭"
飞越疯人院  / One Flew Over the Cuckoo's Nest,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792238287.webp,米洛斯·福尔曼 Miloš Forman,杰克·尼科尔森 Jack Nichols...,1975,美国,9.1,590602人评价,剧情
布达佩斯大饭店  / The Grand Budapest Hotel,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183539003.webp,韦斯·安德森 Wes Anderson,拉尔夫·费因斯 Ralph Fiennes / ...,2014,"美国, 德国, 英国",8.9,1054048人评价,"剧情, 喜剧, 冒险"
蝴蝶效应  / The Butterfly Effect,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.webp,,,,,8.9,1038805人评价,
禁闭岛  / Shutter Island,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.webp,Martin Scorsese,莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...,2010,美国,8.9,1083403人评价,"剧情, 悬疑, 惊悚"
致命魔术  / The Prestige,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.webp,克里斯托弗·诺兰 Christopher Nolan,休·杰克曼 Hugh Jackman...,2006,"英国, 美国",8.9,941865人评价,"剧情, 悬疑, 惊悚"
心灵捕手  / Good Will Hunting,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.webp,格斯·范·桑特 Gus Van Sant,马特·达蒙 Matt Damon / 罗宾·...,1997,美国,9.0,795097人评价,剧情
低俗小说  / Pulp Fiction,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.webp,昆汀·塔伦蒂诺 Quentin Tarantino,约翰·特拉沃尔塔 John Tra...,1994,美国,8.9,931818人评价,"剧情, 喜剧, 犯罪"
超脱  / Detachment,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.webp,托尼·凯耶 Tony Kaye,艾德里安·布洛迪 Adrien Brody / 马西...,2011,美国,9.0,699826人评价,剧情
哈利·波特与密室  / Harry Potter and the Chamber of Secrets,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2913781951.webp,Chris Columbus,丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,2002,"英国, 美国",8.9,885695人评价,"奇幻, 冒险"
摩登时代  / Modern Times,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.webp,查理·卓别林 Charles Chaplin,查理·卓别林 Charles Chaplin ...,1936,美国,9.3,336479人评价,"剧情, 喜剧, 爱情"
喜剧之王  / 喜劇之王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.webp,周星驰 Stephen Chow / 李力持 Lik-Chi Lee,周星驰 Stephen Ch...,1999,中国香港,8.8,1066891人评价,"喜剧, 剧情, 爱情"
杀人回忆  / 살인의 추억,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.webp,奉俊昊 Joon-ho Bong,宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,2003,韩国,8.9,811679人评价,"剧情, 动作, 犯罪, 悬疑, 惊悚"
致命ID  / Identity,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.webp,詹姆斯·曼高德 James Mangold,约翰·库萨克 John Cusack / 雷...,2003,美国,8.9,921267人评价,"剧情, 悬疑, 惊悚"
春光乍泄  / 春光乍洩,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.webp,王家卫 Kar Wai Wong,张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,1997,"中国香港, 日本, 韩国",9.0,694503人评价,"剧情, 爱情, 同性"
一一,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.webp,杨德昌 Edward Yang,吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,2000,"中国台湾, 日本",9.1,475386人评价,"剧情, 爱情, 家庭"
海豚湾  / The Cove,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.webp,路易·西霍尤斯 Louie Psihoyos,路易·西霍尤斯 Louie Psihoyo...,2009,美国,9.3,377095人评价,纪录片
美国往事  / Once Upon a Time in America,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p477229647.webp,赛尔乔·莱翁内 Sergio Leone,罗伯特·德尼罗 Robert De Niro ...,1984,"美国, 意大利",9.1,458617人评价,"犯罪, 剧情"
加勒比海盗  / Pirates of the Caribbean: The Curse of the Black Pearl,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.webp,戈尔·维宾斯基 Gore Verbinski,约翰尼·德普 Johnny Depp / ...,2003,美国,8.8,944216人评价,"动作, 冒险, 奇幻"
还有明天  / C'è ancora domani,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2918279456.webp,宝拉·柯特莱西 Paola Cortellesi,宝拉·柯特莱西 Paola Corte...,2023,意大利,9.4,304555人评价,"剧情, 喜剧, 历史"
红辣椒  / パプリカ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2794776839.webp,今敏 Satoshi Kon,林原惠美 Megumi Hayashibara / 江守彻 Toru...,2006,日本,9.0,548542人评价,"动画, 悬疑, 科幻, 惊悚"
七宗罪  / Se7en,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.webp,大卫·芬奇 David Fincher,摩根·弗里曼 Morgan Freeman / 布...,1995,美国,8.8,1033310人评价,"剧情, 犯罪, 悬疑, 惊悚"
唐伯虎点秋香  / 唐伯虎點秋香,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.webp,李力持 Lik-Chi Lee,周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,1993,中国香港,8.7,1193572人评价,"喜剧, 爱情, 古装"
狩猎  / Jagten,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.webp,托马斯·温特伯格 Thomas Vinterberg,麦斯·米科尔森 Mads Mik...,2012,"丹麦, 瑞典",9.1,452693人评价,剧情
幽灵公主  / もののけ姫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2920895053.webp,宫崎骏 Hayao Miyazaki,松田洋治 Yôji Matsuda / 石田百合...,1997,日本,8.9,649726人评价,"动画, 奇幻, 冒险"
甜蜜蜜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.webp,陈可辛 Peter Chan,黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,1996,中国香港,8.9,649199人评价,"剧情, 爱情"
蝙蝠侠：黑暗骑士崛起  / The Dark Knight Rises,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.webp,克里斯托弗·诺兰 Christopher Nolan,克里斯蒂安·贝尔 Christ...,2012,"美国, 英国",8.9,794406人评价,"剧情, 动作, 科幻, 犯罪, 惊悚"
7号房的礼物  / 7번방의 선물,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.webp,李焕庆 Hwan-kyeong Lee,柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,2013,韩国,8.9,609164人评价,"剧情, 喜剧, 家庭"
寄生虫  / 기생충,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.webp,奉俊昊 Joon-ho Bong,宋康昊 Kang-ho Song / 李善均 Seon-gyun...,2019,韩国,8.8,1509899人评价,剧情
天书奇谭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2700138245.webp,王树忱 Shuchen Wang / 钱运达 Yunda Qian,"丁建华 Jianhua Din... 
                            1983(中国大陆) /",2021,中国大陆,9.2,319964人评价,"动画, 奇幻"
超能陆战队  / Big Hero 6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.webp,唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,斯科特...,2014,美国,8.8,1117618人评价,"喜剧, 动作, 科幻, 动画, 冒险"
爱在黎明破晓前  / Before Sunrise,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.webp,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,1995,"美国, 奥地利, 瑞士",8.8,774341人评价,"剧情, 爱情"
第六感  / The Sixth Sense,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.webp,M·奈特·沙马兰 M. Night Shyamalan,布鲁斯·威利斯 Bruce Wi...,1999,美国,8.9,619466人评价,"剧情, 悬疑, 惊悚"
被嫌弃的松子的一生  / 嫌われ松子の一生,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.webp,中岛哲也 Tetsuya Nakashima,中谷美纪 Miki Nakatani / 瑛太 E...,2006,日本,8.8,758553人评价,"剧情, 歌舞"
爱在日落黄昏时  / Before Sunset,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.webp,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,2004,"美国, 法国",8.9,633788人评价,"剧情, 爱情"
重庆森林  / 重慶森林,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.webp,王家卫 Kar Wai Wong,林青霞 Brigitte Lin / 金城武 Takeshi K...,1994,中国香港,8.8,900987人评价,"剧情, 爱情"
入殓师  / おくりびと,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.webp,泷田洋二郎 Yôjirô Takita,本木雅弘 Masahiro Motoki / ...,2008,日本,8.9,731050人评价,剧情
未麻的部屋  / Perfect Blue,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.webp,今敏 Satoshi Kon,岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,1997,日本,9.1,408229人评价,"剧情, 犯罪, 动画, 悬疑, 惊悚"
茶馆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.webp,,,,,9.6,195146人评价,
剪刀手爱德华  / Edward Scissorhands,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480956937.webp,蒂姆·波顿 Tim Burton,约翰尼·德普 Johnny Depp / 薇诺娜·...,1990,美国,8.7,1103365人评价,"剧情, 爱情, 奇幻"
哈利·波特与火焰杯  / Harry Potter and the Goblet of Fire,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456904.webp,迈克·内威尔 Mike Newell,丹尼尔·雷德克里夫 Daniel Radclif...,2005,"英国, 美国",8.8,774524人评价,"悬疑, 奇幻, 冒险"
断背山  / Brokeback Mountain,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169104127.webp,李安 Ang Lee,希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,2005,"美国, 加拿大",8.8,764862人评价,"剧情, 爱情, 同性, 家庭"
菊次郎的夏天  / 菊次郎の夏,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.webp,北野武 Takeshi Kitano,北野武 Takeshi Kitano / 关口雄介 Yus...,1999,日本,8.9,659098人评价,"剧情, 喜剧"
借东西的小人阿莉埃蒂  / 借りぐらしのアリエッティ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.webp,米林宏昌 Hiromasa Yonebayashi,志田未来 Mirai Shida / 神木...,2010,日本,8.9,612516人评价,"动画, 奇幻, 冒险"
勇敢的心  / Braveheart,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.webp,梅尔·吉布森 Mel Gibson,梅尔·吉布森 Mel Gibson / 苏菲·玛...,1995,美国,8.9,595665人评价,"动作, 传记, 剧情, 历史, 战争"
头脑特工队  / Inside Out,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2874927470.webp,,,,,8.8,772781人评价,
时空恋旅人  / About Time,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.webp,理查德·柯蒂斯 Richard Curtis,多姆纳尔·格里森 Domhnall Gl...,2013,"英国, 美国",8.8,765741人评价,"喜剧, 爱情, 奇幻"
无人知晓  / 誰も知らない,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.webp,是枝裕和 Hirokazu Koreeda,柳乐优弥 Yûya Yagira / 北浦爱...,2004,日本,9.1,363125人评价,剧情
消失的爱人  / Gone Girl,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.webp,大卫·芬奇 David Fincher,本·阿弗莱克 Ben Affleck / 罗莎蒙...,2014,美国,8.7,1049543人评价,"剧情, 犯罪, 悬疑, 惊悚"
倩女幽魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2918554634.webp,程小东 Siu-Tung Ching,张国荣 Leslie Cheung / 王祖贤 Joey W...,1987,中国香港,8.8,819066人评价,"爱情, 奇幻, 武侠, 古装"
驯龙高手  / How to Train Your Dragon,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.webp,迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,...,2010,美国,8.8,839786人评价,"动画, 奇幻, 冒险"
花样年华  / 花樣年華,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2918312477.webp,王家卫 Kar Wai Wong,张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...,2000,中国香港,8.8,773966人评价,"剧情, 爱情"
完美的世界  / A Perfect World,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.webp,克林特·伊斯特伍德 Clint Eastwood,凯文·科斯特纳 Kevin Cos...,1993,美国,9.1,351449人评价,"剧情, 犯罪"
阳光灿烂的日子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.webp,姜文 Wen Jiang,夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,1994,"中国大陆, 中国香港",8.8,679261人评价,"剧情, 爱情"
新世界  / 신세계,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.webp,朴勋政 Hoon-jung Park,李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,2013,韩国,8.9,509780人评价,"剧情, 犯罪"
小森林 夏秋篇  / リトル・フォレスト 夏・秋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.webp,森淳一 Junichi Mori,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,2014,日本,9.0,463711人评价,剧情
傲慢与偏见  / Pride & Prejudice,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.webp,乔·怀特 Joe Wright,凯拉·奈特莉 Keira Knightley / 马修·...,2005,"法国, 英国, 美国",8.7,899438人评价,"剧情, 爱情"
天使爱美丽  / Le Fabuleux destin d'Amélie Poulain,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.webp,让-皮埃尔·热内 Jean-Pierre Jeunet,奥黛丽·塔图 Audrey Tau...,2001,"法国, 德国",8.7,1007000人评价,"剧情, 喜剧, 爱情"
一个叫欧维的男人决定去死  / En man som heter Ove,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.webp,汉内斯·赫尔姆 Hannes Holm,罗夫·拉斯加德 Rolf Lassgård...,2015,瑞典,8.9,550216人评价,剧情
玩具总动员3  / Toy Story 3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.webp,李·昂克里奇 Lee Unkrich,汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,2010,美国,8.9,576071人评价,"喜剧, 动画, 奇幻, 冒险"
"怪兽电力公司  / Monsters, Inc.",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.webp,彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,约...,2001,美国,8.8,750261人评价,"儿童, 喜剧, 动画, 奇幻, 冒险"
侧耳倾听  / 耳をすませば,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.webp,近藤喜文 Yoshifumi Kondo,本名阳子 Youko Honna / 小林桂树 K...,1995,日本,8.9,509686人评价,"剧情, 爱情, 动画"
教父3  / The Godfather: Part III,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.webp,弗朗西斯·福特·科波拉 Francis Ford Coppola,阿尔·帕西诺 A...,1990,美国,9.0,418890人评价,"剧情, 犯罪"
请以你的名字呼唤我  / Call Me by Your Name,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.webp,卢卡·瓜达尼诺 Luca Guadagnino,艾米·汉莫 Armie Hammer / ...,2017,"意大利, 法国, 巴西, 美国",8.8,803748人评价,"剧情, 爱情, 同性"
色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.webp,李安 Ang Lee,梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,2007,"中国台湾, 中国大陆, 美国, 中国香港",8.7,931760人评价,"剧情, 爱情, 情色"
幸福终点站  / The Terminal,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.webp,史蒂文·斯皮尔伯格 Steven Spielberg,汤姆·汉克斯 Tom Hanks...,2004,美国,8.8,626287人评价,"喜剧, 剧情, 爱情"
哪吒闹海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.webp,王树忱 Shuchen Wang / 严定宪 Dingxian Yan,梁正晖 Zhenghui ...,1979,中国大陆,9.2,299521人评价,"冒险, 动画, 奇幻"
被解救的姜戈  / Django Unchained,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.webp,昆汀·塔伦蒂诺 Quentin Tarantino,杰米·福克斯 Jamie Foxx /...,2012,美国,8.8,673727人评价,"剧情, 动作, 西部, 冒险"
九品芝麻官,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.webp,王晶 Jing Wong,周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,1994,中国香港,8.8,771117人评价,"剧情, 喜剧, 古装"
小森林 冬春篇  / リトル・フォレスト 冬・春,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618201652.webp,森淳一 Junichi Mori,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,2015,日本,9.0,412214人评价,剧情
釜山行  / 부산행,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.webp,延尚昊 Sang-ho Yeon,孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,2016,韩国,8.6,1320310人评价,"动作, 惊悚, 灾难"
神偷奶爸  / Despicable Me,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.webp,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,...,2010,"美国, 法国",8.7,1027126人评价,"喜剧, 动画, 冒险"
萤火之森  / 蛍火の杜へ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.webp,大森贵弘 Takahiro Omori,佐仓绫音 Ayane Sakura / 内山昂辉 K...,2011,日本,8.8,595781人评价,"剧情, 爱情, 动画, 奇幻"
